"Rk","Player","Nation","Pos","Squad","Age","Born","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","Gls","Ast","G_plus_A","G_minus_PK","PK","PKatt","CrdY","CrdR","xG_Expected","npxG_Expected","xAG_Expected","npxG_plus_xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per_90","Ast_Per_90","G_plus_A_Per_90","G_minus_PK_Per_90","G_plus_A_minus_PK_Per_90","xG_Per_90","xAG_Per_90","xG_plus_xAG_Per_90","npxG_Per_90","npxG_plus_xAG_Per_90","Market_Value_Euro","Year"
68,"Armando Broja","al ALB","FW","Chelsea",20,2001,12,2,294,3.3,1,0,1,1,0,0,0,0,0.8,0.8,0.1,0.9,8,4,17,0.31,0,0.31,0.31,0.31,0.26,0.02,0.27,0.26,0.27,2.2e+07,2023
68,"Armando Broja","al ALB","FW","Chelsea",20,2001,12,2,294,3.3,1,0,1,1,0,0,0,0,0.8,0.8,0.1,0.9,8,4,17,0.31,0,0.31,0.31,0.31,0.26,0.02,0.27,0.26,0.27,2.2e+07,2023
69,"David Brooks","wls WAL","FW,MF","Bournemouth",25,1997,6,2,173,1.9,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.5,5,11,10,0,0,0,0,0,0.13,0.11,0.25,0.13,0.25,8e+06,2023
72,"Hugo Bueno","es ESP","DF","Wolves",19,2002,21,16,1310,14.6,0,1,1,0,0,0,1,0,0.2,0.2,1.3,1.5,52,39,64,0,0.07,0.07,0,0.07,0.01,0.09,0.1,0.01,0.1,6e+06,2023
73,"Facundo Buonanotte","ar ARG","FW,MF","Brighton",17,2004,13,6,565,6.3,1,1,2,1,0,0,2,0,1.4,1.4,0.5,1.9,9,13,42,0.16,0.16,0.32,0.16,0.32,0.22,0.09,0.31,0.22,0.31,1.8e+07,2023
74,"Dan Burn","eng ENG","DF","Newcastle Utd",30,1992,38,35,3111,34.6,1,0,1,1,0,0,5,0,2.1,2.1,1.3,3.4,29,118,46,0.03,0,0.03,0.03,0.03,0.06,0.04,0.1,0.06,0.1,8e+06,2023
76,"Moisés Caicedo","ec ECU","MF","Brighton",20,2001,37,34,3139,34.9,1,1,2,1,0,0,10,0,1.7,1.7,2.7,4.3,38,219,61,0.03,0.03,0.06,0.03,0.06,0.05,0.08,0.12,0.05,0.12,7.5e+07,2023
77,"Tom Cairney","sct SCO","MF","Fulham",31,1991,33,6,988,11,2,0,2,2,0,0,2,0,1.5,1.5,1.4,2.9,34,92,57,0.18,0,0.18,0.18,0.18,0.13,0.13,0.26,0.13,0.26,2e+06,2023
79,"Dominic Calvert-Lewin","eng ENG","FW","Everton",25,1997,17,15,1165,12.9,2,1,3,1,1,1,3,0,5.8,5,0.8,5.9,18,15,56,0.15,0.08,0.23,0.08,0.15,0.45,0.06,0.51,0.39,0.45,2.2e+07,2023
80,"Chem Campbell","wls WAL","FW,MF","Wolves",19,2002,5,0,74,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,2,4,10,0,0,0,0,0,0.12,0,0.12,0.12,0.12,9e+05,2023
84,"Diego Carlos","br BRA","DF","Aston Villa",29,1993,3,2,205,2.3,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,1,11,0,0,0,0,0,0,0.16,0.02,0.18,0.16,0.18,1.6e+07,2023
86,"Casemiro","br BRA","MF","Manchester Utd",30,1992,28,24,2124,23.6,4,3,7,4,0,0,7,2,3.4,3.4,3.1,6.5,14,152,34,0.17,0.13,0.3,0.17,0.3,0.14,0.13,0.28,0.14,0.28,2e+07,2023
87,"Matty Cash","pl POL","DF","Aston Villa",24,1997,26,20,1820,20.2,0,1,1,0,0,0,4,0,0.2,0.2,0.7,0.9,42,75,57,0,0.05,0.05,0,0.05,0.01,0.04,0.05,0.01,0.05,2.8e+07,2023
88,"Timothy Castagne","be BEL","DF","Leicester City",26,1995,37,36,3254,36.2,2,3,5,2,0,0,3,0,2.2,2.2,2.6,4.8,39,106,149,0.06,0.08,0.14,0.06,0.14,0.06,0.07,0.13,0.06,0.13,1.7e+07,2023
91,"Trevoh Chalobah","eng ENG","DF","Chelsea",23,1999,25,18,1608,17.9,0,0,0,0,0,0,4,0,0.9,0.9,0.3,1.2,17,71,27,0,0,0,0,0,0.05,0.02,0.06,0.05,0.06,1.3e+07,2023
92,"Calum Chambers","eng ENG","DF,MF","Aston Villa",27,1995,14,2,353,3.9,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.4,6,16,2,0,0,0,0,0,0.03,0.07,0.1,0.03,0.1,4e+06,2023
94,"Ben Chilwell","eng ENG","DF,MF","Chelsea",25,1996,23,15,1408,15.6,2,2,4,2,0,0,3,0,1.4,1.4,2.2,3.7,43,41,131,0.13,0.13,0.26,0.13,0.26,0.09,0.14,0.23,0.09,0.23,2.8e+07,2023
95,"Ryan Christie","sct SCO","MF,FW","Bournemouth",27,1995,32,22,1834,20.4,1,1,2,1,0,0,2,0,2.7,2.7,2.4,5.1,39,71,71,0.05,0.05,0.1,0.05,0.1,0.13,0.12,0.25,0.13,0.25,1.2e+07,2023
96,"Carney Chukwuemeka","eng ENG","MF,FW","Chelsea",18,2003,14,2,354,3.9,0,0,0,0,0,0,0,0,0.4,0.4,0.6,1,21,23,21,0,0,0,0,0,0.1,0.16,0.26,0.1,0.26,1.5e+07,2023
97,"Bobby Clark","eng ENG","MF","Liverpool",17,2005,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1e+06,2023
98,"Nathaniel Clyne","eng ENG","DF","Crystal Palace",31,1991,22,19,1640,18.2,0,0,0,0,0,0,3,0,0,0,0.7,0.7,14,52,29,0,0,0,0,0,0,0.04,0.04,0,0.04,1500000,2023
101,"Séamus Coleman","ie IRL","DF","Everton",33,1988,23,20,1656,18.4,1,0,1,1,0,0,1,0,0.4,0.4,0.9,1.2,13,61,37,0.05,0,0.05,0.05,0.05,0.02,0.05,0.07,0.02,0.07,5e+05,2023
102,"Nathan Collins","ie IRL","DF","Wolves",21,2001,26,19,1814,20.2,0,0,0,0,0,0,2,1,0.2,0.2,0.1,0.3,11,64,5,0,0,0,0,0,0.01,0,0.02,0.01,0.02,2.5e+07,2023
103,"Levi Colwill","eng ENG","DF","Brighton",19,2003,17,13,1220,13.6,0,2,2,0,0,0,1,0,1.4,1.4,0.5,1.9,16,70,3,0,0.15,0.15,0,0.15,0.1,0.04,0.14,0.1,0.14,5e+07,2023
104,"Lewis Cook","eng ENG","MF","Bournemouth",25,1997,28,18,1720,19.1,0,2,2,0,0,0,4,0,0.2,0.2,2.5,2.7,9,63,10,0,0.1,0.1,0,0.1,0.01,0.13,0.14,0.01,0.14,1.2e+07,2023
107,"Maxwel Cornet","ci CIV","FW","West Ham",25,1996,14,2,245,2.7,0,0,0,0,0,0,0,0,1.3,1.3,0.1,1.3,9,5,26,0,0,0,0,0,0.47,0.02,0.49,0.47,0.49,9e+06,2023
109,"Vladimír Coufal","cz CZE","DF","West Ham",29,1992,27,24,2136,23.7,0,1,1,0,0,0,5,0,0.3,0.3,2.5,2.7,53,82,109,0,0.04,0.04,0,0.04,0.01,0.1,0.11,0.01,0.11,8e+06,2023
110,"Philippe Coutinho","br BRA","MF,FW","Aston Villa",30,1992,20,7,788,8.8,1,0,1,1,0,0,3,0,1.4,1.4,0.5,1.8,18,48,68,0.11,0,0.11,0.11,0.11,0.16,0.05,0.21,0.16,0.21,7500000,2023
111,"Conor Coventry","ie IRL","MF,FW","West Ham",22,2000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000,2023
113,"Aaron Cresswell","eng ENG","DF","West Ham",32,1989,28,24,2235,24.8,0,1,1,0,0,0,3,0,0.3,0.3,3.7,4,35,145,82,0,0.04,0.04,0,0.04,0.01,0.15,0.16,0.01,0.16,9e+05,2023
114,"Marc Cucurella","es ESP","DF","Chelsea",24,1998,24,21,1671,18.6,0,2,2,0,0,0,4,0,0.4,0.4,0.6,1,30,73,65,0,0.11,0.11,0,0.11,0.02,0.03,0.06,0.02,0.06,2.5e+07,2023
115,"Matheus Cunha","br BRA","FW","Wolves",23,1999,17,12,965,10.7,2,0,2,2,0,0,1,0,2,2,0.6,2.6,16,14,43,0.19,0,0.19,0.19,0.19,0.19,0.05,0.24,0.19,0.24,4.5e+07,2023
117,"Diogo Dalot","pt POR","DF","Manchester Utd",23,1999,26,24,2154,23.9,1,2,3,1,0,0,6,0,2.5,2.5,1.9,4.4,46,92,85,0.04,0.08,0.13,0.04,0.13,0.1,0.08,0.18,0.1,0.18,3.5e+07,2023
118,"Mikkel Damsgaard","dk DEN","MF,FW","Brentford",22,2000,26,9,988,11,0,0,0,0,0,0,4,0,2.6,2.6,1.4,4,9,44,45,0,0,0,0,0,0.24,0.12,0.36,0.24,0.36,1e+07,2023
119,"Danilo","br BRA","MF","Nott'ham Forest",21,2001,13,12,976,10.8,3,2,5,3,0,0,1,0,1.5,1.5,0.7,2.3,13,34,22,0.28,0.18,0.46,0.28,0.46,0.14,0.07,0.21,0.14,0.21,2.8e+07,2023
120,"Arnaut Danjuma","nl NED","FW,MF","Tottenham",25,1997,9,1,169,1.9,1,0,1,1,0,0,0,0,0.8,0.8,0,0.9,5,2,19,0.53,0,0.53,0.53,0.53,0.43,0.02,0.45,0.43,0.45,1.3e+07,2023
121,"Josh Dasilva","eng ENG","MF","Brentford",23,1998,36,14,1389,15.4,4,2,6,4,0,0,1,0,1.5,1.5,1.4,3,60,62,69,0.26,0.13,0.39,0.26,0.39,0.1,0.09,0.19,0.1,0.19,1e+07,2023
122,"David Datro Fofana","ci CIV","FW","Chelsea",19,2002,3,1,70,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.4,2,2,9,0,0,0,0,0,0.31,0.17,0.47,0.31,0.47,1.2e+07,2023
122,"David Datro Fofana","ci CIV","FW","Chelsea",19,2002,3,1,70,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.4,2,2,9,0,0,0,0,0,0.31,0.17,0.47,0.31,0.47,1.2e+07,2023
123,"Ben Davies","wls WAL","DF","Tottenham",29,1993,31,26,2288,25.4,2,2,4,2,0,0,4,0,1,1,2.5,3.5,39,107,69,0.08,0.08,0.16,0.08,0.16,0.04,0.1,0.14,0.04,0.14,1e+07,2023
124,"Tom Davies","eng ENG","MF","Everton",24,1998,19,4,538,6,0,0,0,0,0,0,3,0,1.2,1.2,0.2,1.3,2,30,13,0,0,0,0,0,0.19,0.03,0.22,0.19,0.22,5e+06,2023
125,"Craig Dawson","eng ENG","DF","West Ham",32,1990,8,8,720,8,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,0,18,1,0,0,0,0,0,0.06,0.01,0.07,0.06,0.07,2e+06,2023
126,"Craig Dawson","eng ENG","DF","Wolves",32,1990,17,17,1414,15.7,1,0,1,1,0,0,4,0,1,1,0,1,5,44,1,0.06,0,0.06,0.06,0.06,0.06,0,0.06,0.06,0.06,2e+06,2023
127,"Kevin De Bruyne","be BEL","MF","Manchester City",31,1991,32,28,2417,26.9,7,16,23,7,0,0,1,0,5.6,5.6,13.7,19.3,100,246,245,0.26,0.6,0.86,0.26,0.86,0.21,0.51,0.72,0.21,0.72,5e+07,2023
129,"Leander Dendoncker","be BEL","MF","Aston Villa",27,1995,20,7,697,7.7,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.5,1,18,2,0,0,0,0,0,0.01,0.06,0.07,0.01,0.07,7e+06,2023
130,"Leander Dendoncker","be BEL","MF","Wolves",27,1995,4,2,214,2.4,0,0,0,0,0,0,0,0,0.7,0.7,0,0.7,1,6,3,0,0,0,0,0,0.27,0.02,0.29,0.27,0.29,7e+06,2023
131,"Emmanuel Dennis","ng NGA","FW,MF","Nott'ham Forest",24,1997,19,6,720,8,2,2,4,2,0,0,3,0,1.9,1.9,0.6,2.4,24,17,63,0.25,0.25,0.5,0.25,0.5,0.23,0.07,0.3,0.23,0.3,4200000,2023
135,"Rúben Dias","pt POR","DF","Manchester City",25,1997,26,22,1998,22.2,0,0,0,0,0,0,3,0,1.3,1.3,0.6,1.9,14,98,2,0,0,0,0,0,0.06,0.03,0.09,0.06,0.09,8e+07,2023
136,"Luis Díaz","co COL","FW","Liverpool",25,1997,17,11,996,11.1,4,2,6,4,0,0,2,0,2.5,2.5,1.5,4,39,49,116,0.36,0.18,0.54,0.36,0.54,0.22,0.14,0.36,0.22,0.36,7.5e+07,2023
137,"Eric Dier","eng ENG","DF","Tottenham",28,1994,33,31,2818,31.3,2,1,3,2,0,0,3,0,1.6,1.6,1.2,2.8,9,87,14,0.06,0.03,0.1,0.06,0.1,0.05,0.04,0.09,0.05,0.09,1.2e+07,2023
138,"Lucas Digne","fr FRA","DF","Aston Villa",29,1993,28,18,1502,16.7,1,0,1,1,0,0,5,0,0.4,0.4,1.9,2.3,29,57,89,0.06,0,0.06,0.06,0.06,0.02,0.11,0.14,0.02,0.14,1.2e+07,2023
139,"Issa Diop","fr FRA","DF","Fulham",25,1997,25,21,2012,22.4,1,0,1,1,0,0,2,0,0.3,0.3,0.4,0.7,13,70,4,0.04,0,0.04,0.04,0.04,0.01,0.02,0.03,0.01,0.03,2e+07,2023
141,"Ben Doak","sct SCO","FW","Liverpool",16,2005,2,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1e+07,2023
142,"Matt Doherty","ie IRL","DF,MF","Tottenham",30,1992,12,7,667,7.4,1,0,1,1,0,0,0,0,0.8,0.8,0.3,1,16,20,57,0.13,0,0.13,0.13,0.13,0.1,0.04,0.14,0.1,0.14,3e+06,2023
143,"Abdoulaye Doucouré","ml MLI","MF","Everton",29,1993,25,17,1533,17,5,2,7,5,0,0,6,1,2.4,2.4,2.2,4.6,23,38,66,0.29,0.12,0.41,0.29,0.41,0.14,0.13,0.27,0.14,0.27,1e+07,2023
144,"Cheick Doucouré","ml MLI","MF","Crystal Palace",22,2000,34,34,2769,30.8,0,3,3,0,0,0,10,1,1.4,1.4,1.9,3.4,18,140,17,0,0.1,0.1,0,0.1,0.05,0.06,0.11,0.05,0.11,3.5e+07,2023
145,"Flynn Downes","eng ENG","MF","West Ham",23,1999,21,7,762,8.5,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.5,3,22,11,0,0,0,0,0,0.05,0.01,0.06,0.05,0.06,9e+06,2023
148,"Martin Dúbravka","sk SVK","GK","Newcastle Utd",33,1989,2,1,157,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+06,2023
150,"Lewis Dunk","eng ENG","DF","Brighton",30,1991,36,36,3239,36,1,0,1,1,0,0,4,0,1.7,1.7,1,2.7,19,158,5,0.03,0,0.03,0.03,0.03,0.05,0.03,0.07,0.05,0.07,1.2e+07,2023
151,"Jhon Durán","co COL","FW,MF","Aston Villa",18,2003,12,0,136,1.5,0,0,0,0,0,0,1,0,0.6,0.6,0,0.6,4,4,13,0,0,0,0,0,0.37,0.02,0.39,0.37,0.39,2e+07,2023
152,"Malcolm Ebiowei","eng ENG","MF,FW","Crystal Palace",18,2003,3,0,34,0.4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,0,0,0,0,0,0,0,0,0,0,1500000,2023
153,"Ederson","br BRA","GK","Manchester City",28,1993,35,35,3150,35,0,1,1,0,0,0,3,0,0,0,0.2,0.2,0,0,0,0,0.03,0.03,0,0.03,0,0.01,0.01,0,0.01,3.5e+07,2023
156,"Anthony Elanga","se SWE","FW","Manchester Utd",20,2002,16,5,426,4.7,0,1,1,0,0,0,0,0,0.7,0.7,0.9,1.6,12,8,28,0,0.21,0.21,0,0.21,0.15,0.19,0.34,0.15,0.34,2.2e+07,2023
157,"Harvey Elliott","eng ENG","MF,FW","Liverpool",19,2003,32,18,1613,17.9,1,2,3,1,0,0,2,0,2.1,2.1,3.5,5.6,54,142,129,0.06,0.11,0.17,0.06,0.17,0.12,0.2,0.31,0.12,0.31,3.5e+07,2023
158,"Mohamed Elneny","eg EGY","MF","Arsenal",30,1992,5,1,113,1.3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,3500000,2023
160,"Emerson","br BRA","DF","Tottenham",23,1999,26,20,1735,19.3,2,1,3,2,0,0,2,1,1.7,1.7,0.6,2.3,47,80,103,0.1,0.05,0.16,0.1,0.16,0.09,0.03,0.12,0.09,0.12,1.2e+07,2023
161,"Julio Enciso","py PAR","FW,MF","Brighton",18,2004,20,7,806,9,4,2,6,4,0,0,1,0,4,4,1.7,5.7,39,31,74,0.45,0.22,0.67,0.45,0.67,0.45,0.19,0.64,0.45,0.64,2.2e+07,2023
162,"Christian Eriksen","dk DEN","MF","Manchester Utd",30,1992,28,25,2048,22.8,1,8,9,1,0,0,3,0,5,5,4.2,9.2,23,164,66,0.04,0.35,0.4,0.04,0.4,0.22,0.19,0.4,0.22,0.4,8e+06,2023
163,"Pervis Estupiñán","ec ECU","DF","Brighton",24,1998,35,31,2675,29.7,1,5,6,1,0,0,4,0,1.7,1.7,5.4,7.1,91,157,183,0.03,0.17,0.2,0.03,0.2,0.06,0.18,0.24,0.06,0.24,3e+07,2023
164,"Jonny Evans","nir NIR","DF","Leicester City",34,1988,13,12,1051,11.7,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,6,35,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,2e+06,2023
165,"Eberechi Eze","eng ENG","MF,FW","Crystal Palace",24,1998,38,30,2636,29.3,10,4,14,9,1,1,3,0,7.3,6.5,4.3,10.8,69,131,129,0.34,0.14,0.48,0.31,0.44,0.25,0.15,0.39,0.22,0.37,5.5e+07,2023
169,"Felipe","br BRA","DF","Nott'ham Forest",33,1989,16,15,1418,15.8,0,1,1,0,0,0,4,0,1.2,1.2,0.9,2.1,3,22,4,0,0.06,0.06,0,0.06,0.07,0.06,0.13,0.07,0.13,1500000,2023
171,"Evan Ferguson","ie IRL","FW","Brighton",17,2004,19,10,950,10.6,6,2,8,6,0,0,1,0,5.3,5.3,0.7,6.1,11,14,58,0.57,0.19,0.76,0.57,0.76,0.51,0.07,0.57,0.51,0.57,5e+07,2023
172,"Bruno Fernandes","pt POR","MF,FW","Manchester Utd",27,1994,37,37,3316,36.8,8,8,16,6,2,2,6,0,9.3,7.7,16.7,24.4,89,263,231,0.22,0.22,0.43,0.16,0.38,0.25,0.45,0.71,0.21,0.66,7e+07,2023
173,"Enzo Fernández","ar ARG","MF","Chelsea",21,2001,18,18,1547,17.2,0,2,2,0,0,0,3,0,0.8,0.8,2.4,3.2,22,168,18,0,0.12,0.12,0,0.12,0.05,0.14,0.19,0.05,0.19,7.5e+07,2023
176,"Phil Foden","eng ENG","FW","Manchester City",22,2000,32,22,1842,20.5,11,6,17,11,0,0,1,0,5.9,5.9,4.7,10.6,68,88,275,0.54,0.29,0.83,0.54,0.83,0.29,0.23,0.52,0.29,0.52,1.5e+08,2023
177,"Wesley Fofana","fr FRA","DF","Leicester City",21,2000,2,2,180,2,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,3,6,1,0,0,0,0,0,0.06,0,0.06,0.06,0.06,2.5e+07,2023
178,"Wesley Fofana","fr FRA","DF","Chelsea",21,2000,15,12,1183,13.1,1,0,1,1,0,0,3,0,0.7,0.7,0.1,0.8,29,43,12,0.08,0,0.08,0.08,0.08,0.05,0,0.06,0.05,0.06,2.5e+07,2023
179,"Pablo Fornals","es ESP","FW,MF","West Ham",26,1996,32,17,1503,16.7,3,1,4,3,0,0,0,0,2.2,2.2,1.7,3.9,33,89,101,0.18,0.06,0.24,0.18,0.24,0.13,0.1,0.24,0.13,0.24,1.4e+07,2023
181,"Fraser Forster","eng ENG","GK","Tottenham",34,1988,14,13,1215,13.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000,2023
182,"Tyrese Francois","au AUS","FW","Fulham",22,2000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6e+05,2023
183,"Ryan Fraser","sct SCO","FW","Newcastle Utd",28,1994,8,3,313,3.5,0,0,0,0,0,0,1,0,0.3,0.3,0.4,0.7,8,9,23,0,0,0,0,0,0.09,0.11,0.2,0.09,0.2,3e+06,2023
185,"Ryan Fredericks","eng ENG","DF","Bournemouth",29,1992,12,5,533,5.9,0,0,0,0,0,0,1,0,0,0,0.1,0.1,13,15,28,0,0,0,0,0,0,0.02,0.02,0,0.02,1e+06,2023
186,"Remo Freuler","ch SUI","MF","Nott'ham Forest",30,1992,28,24,2161,24,0,0,0,0,0,0,4,0,0.4,0.4,0.8,1.2,7,54,11,0,0,0,0,0,0.02,0.03,0.05,0.02,0.05,6500000,2023
187,"Cody Gakpo","nl NED","FW,MF","Liverpool",23,1999,21,17,1458,16.2,7,2,9,7,0,0,0,0,6.2,6.2,2.7,8.9,36,50,109,0.43,0.12,0.56,0.43,0.56,0.38,0.17,0.55,0.38,0.55,5e+07,2023
188,"Conor Gallagher","eng ENG","MF","Chelsea",22,2000,35,18,1621,18,3,1,4,3,0,0,11,1,2.5,2.5,2.3,4.7,40,105,104,0.17,0.06,0.22,0.17,0.22,0.14,0.13,0.26,0.14,0.26,5e+07,2023
190,"Alejandro Garnacho","ar ARG","FW,MF","Manchester Utd",18,2004,19,5,569,6.3,3,2,5,3,0,0,3,0,3,3,1,4.1,33,12,85,0.47,0.32,0.79,0.47,0.79,0.48,0.16,0.64,0.48,0.64,4.5e+07,2023
191,"James Garner","eng ENG","MF,DF","Everton",21,2001,16,7,804,8.9,0,1,1,0,0,0,3,0,0.8,0.8,0.5,1.3,8,33,18,0,0.11,0.11,0,0.11,0.09,0.06,0.14,0.09,0.14,2.2e+07,2023
194,"Saman Ghoddos","ir IRN","MF,FW","Brentford",28,1993,15,0,139,1.5,0,0,0,0,0,0,0,0,0,0,0.4,0.5,1,8,6,0,0,0,0,0,0.03,0.27,0.3,0.03,0.3,2e+06,2023
195,"Morgan Gibbs-White","eng ENG","FW,MF","Wolves",22,2000,2,2,180,2,0,0,0,0,0,0,1,0,0.7,0.7,0.1,0.8,4,12,12,0,0,0,0,0,0.36,0.04,0.4,0.36,0.4,4e+07,2023
196,"Morgan Gibbs-White","eng ENG","MF,FW","Nott'ham Forest",22,2000,35,34,2971,33,5,8,13,3,2,2,5,0,6,4.4,8.2,12.7,69,131,157,0.15,0.24,0.39,0.09,0.33,0.18,0.25,0.43,0.13,0.38,4e+07,2023
197,"Bryan Gil","es ESP","MF,FW","Tottenham",21,2001,4,2,148,1.6,0,1,1,0,0,0,1,0,0.1,0.1,0.2,0.3,4,5,15,0,0.61,0.61,0,0.61,0.06,0.11,0.17,0.06,0.17,1.4e+07,2023
198,"Billy Gilmour","sct SCO","MF","Brighton",21,2001,14,7,507,5.6,0,1,1,0,0,0,1,0,0.5,0.5,0.2,0.8,5,35,4,0,0.18,0.18,0,0.18,0.09,0.04,0.13,0.09,0.13,1.8e+07,2023
200,"Ben Godfrey","eng ENG","DF","Everton",24,1998,13,10,802,8.9,0,1,1,0,0,0,2,0,1.2,1.2,0.2,1.4,9,19,7,0,0.11,0.11,0,0.11,0.14,0.02,0.16,0.14,0.16,1e+07,2023
201,"João Gomes","br BRA","MF","Wolves",21,2001,11,7,653,7.3,1,0,1,1,0,0,5,0,0.3,0.3,0.2,0.4,7,19,8,0.14,0,0.14,0.14,0.14,0.04,0.02,0.06,0.04,0.06,3.5e+07,2023
203,"Joe Gomez","eng ENG","DF","Liverpool",25,1997,21,15,1466,16.3,0,0,0,0,0,0,3,0,0.2,0.2,0.2,0.3,15,108,5,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,2.8e+07,2023
204,"Sergio Gómez","es ESP","DF,MF","Manchester City",21,2000,12,2,349,3.9,0,1,1,0,0,0,0,0,0.4,0.4,1.2,1.5,10,18,20,0,0.26,0.26,0,0.26,0.09,0.3,0.39,0.09,0.39,1e+07,2023
205,"Anthony Gordon","eng ENG","FW,MF","Newcastle Utd",21,2001,16,4,487,5.4,1,0,1,1,0,0,1,0,1.7,1.7,0.9,2.6,20,15,45,0.18,0,0.18,0.18,0.18,0.31,0.17,0.48,0.31,0.48,6e+07,2023
206,"Anthony Gordon","eng ENG","FW","Everton",21,2001,16,12,1095,12.2,3,0,3,3,0,0,6,0,3.3,3.3,0.6,3.9,28,19,67,0.25,0,0.25,0.25,0.25,0.27,0.05,0.32,0.27,0.32,6e+07,2023
208,"Jack Grealish","eng ENG","FW","Manchester City",26,1995,28,23,2055,22.8,5,7,12,5,0,0,4,0,4.6,4.6,7.1,11.7,143,100,310,0.22,0.31,0.53,0.22,0.53,0.2,0.31,0.51,0.2,0.51,6e+07,2023
210,"Pascal Groß","de GER","MF,DF","Brighton",31,1991,37,37,3239,36,9,8,17,9,0,0,6,0,5.4,5.4,10.9,16.3,62,255,209,0.25,0.22,0.47,0.25,0.47,0.15,0.3,0.45,0.15,0.45,8e+06,2023
213,"Marc Guéhi","eng ENG","DF","Crystal Palace",22,2000,37,37,3329,37,1,0,1,1,0,0,8,0,1.5,1.5,0.5,1.9,17,106,3,0.03,0,0.03,0.03,0.03,0.04,0.01,0.05,0.04,0.05,3.8e+07,2023
214,"Bruno Guimarães","br BRA","MF","Newcastle Utd",24,1997,32,32,2726,30.3,4,5,9,4,0,0,7,0,2.8,2.8,4,6.8,41,222,42,0.13,0.17,0.3,0.13,0.3,0.09,0.13,0.22,0.09,0.22,8.5e+07,2023
217,"Erling Haaland","no NOR","FW","Manchester City",22,2000,35,33,2769,30.8,36,8,44,29,7,7,5,0,28.4,23,5.3,28.3,35,58,151,1.17,0.26,1.43,0.94,1.2,0.92,0.17,1.09,0.75,0.92,1.8e+08,2023
218,"Lewis Hall","eng ENG","DF","Chelsea",17,2004,9,8,654,7.3,0,0,0,0,0,0,1,0,0.9,0.9,2.2,3.1,19,25,40,0,0,0,0,0,0.12,0.3,0.42,0.12,0.42,1.8e+07,2023
219,"Luke Harris","wls WAL","MF,FW","Fulham",17,2005,3,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1e+06,2023
220,"Jack Harrison","eng ENG","FW,MF","Leeds United",25,1996,36,34,2708,30.1,5,7,12,5,0,0,2,0,4.7,4.7,5.1,9.8,103,103,255,0.17,0.23,0.4,0.17,0.4,0.16,0.17,0.33,0.16,0.33,1.8e+07,2023
221,"Kai Havertz","de GER","FW,MF","Chelsea",23,1999,35,30,2569,28.5,7,1,8,6,1,1,5,0,11.6,10.8,3.8,14.6,59,89,218,0.25,0.04,0.28,0.21,0.25,0.41,0.13,0.54,0.38,0.51,7e+07,2023
222,"Jan Paul van Hecke","nl NED","DF","Brighton",22,2000,8,3,295,3.3,0,0,0,0,0,0,2,0,0.6,0.6,0,0.6,3,21,0,0,0,0,0,0,0.18,0,0.18,0.18,0.18,1.8e+07,2023
224,"Dean Henderson","eng ENG","GK","Nott'ham Forest",25,1997,18,18,1620,18,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2e+07,2023
224,"Dean Henderson","eng ENG","GK","Nott'ham Forest",25,1997,18,18,1620,18,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2e+07,2023
226,"Wayne Hennessey","wls WAL","GK","Nott'ham Forest",35,1987,4,3,271,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,2023
