"Rk","Player","Nation","Pos","Squad","Age","Born","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","Gls","Ast","G_plus_A","G_minus_PK","PK","PKatt","CrdY","CrdR","xG_Expected","npxG_Expected","xAG_Expected","npxG_plus_xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per_90","Ast_Per_90","G_plus_A_Per_90","G_minus_PK_Per_90","G_plus_A_minus_PK_Per_90","xG_Per_90","xAG_Per_90","xG_plus_xAG_Per_90","npxG_Per_90","npxG_plus_xAG_Per_90","Market_Value_Euro","Year"
227,"Rico Henry","eng ENG","DF","Brentford",25,1997,37,37,3238,36,0,2,2,0,0,0,4,0,1.5,1.5,2.6,4.1,55,107,111,0,0.06,0.06,0,0.06,0.04,0.07,0.11,0.04,0.11,2e+07,2023
229,"Aaron Hickey","sct SCO","DF","Brentford",20,2002,26,23,1916,21.3,0,1,1,0,0,0,7,0,0.4,0.4,0.4,0.8,41,81,47,0,0.05,0.05,0,0.05,0.02,0.02,0.04,0.02,0.04,2.8e+07,2023
230,"Jack Hinshelwood","eng ENG","FW","Brighton",17,2005,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.6e+07,2023
232,"Rob Holding","eng ENG","DF","Arsenal",26,1995,14,6,566,6.3,1,0,1,1,0,0,0,0,0.3,0.3,0,0.3,3,24,2,0.16,0,0.16,0.16,0.16,0.05,0,0.05,0.05,0.05,5e+06,2023
232,"Rob Holding","eng ENG","DF","Arsenal",26,1995,14,6,566,6.3,1,0,1,1,0,0,0,0,0.3,0.3,0,0.3,3,24,2,0.16,0,0.16,0.16,0.16,0.05,0,0.05,0.05,0.05,5e+06,2023
233,"Mason Holgate","eng ENG","DF","Everton",25,1996,8,5,507,5.6,0,0,0,0,0,0,3,1,1,1,0.4,1.4,4,14,5,0,0,0,0,0,0.18,0.07,0.25,0.18,0.25,5e+06,2023
233,"Mason Holgate","eng ENG","DF","Everton",25,1996,8,5,507,5.6,0,0,0,0,0,0,3,1,1,1,0.4,1.4,4,14,5,0,0,0,0,0,0.18,0.07,0.25,0.18,0.25,5e+06,2023
234,"Will Hughes","eng ENG","MF","Crystal Palace",27,1995,27,7,842,9.4,1,1,2,1,0,0,4,0,0.3,0.3,0.9,1.2,14,32,23,0.11,0.11,0.21,0.11,0.21,0.04,0.1,0.13,0.04,0.13,9e+06,2023
238,"Danny Ings","eng ENG","FW","West Ham",30,1992,17,7,775,8.6,2,2,4,2,0,0,1,0,3,3,1,4,9,12,44,0.23,0.23,0.46,0.23,0.46,0.35,0.12,0.47,0.35,0.47,8e+06,2023
239,"Danny Ings","eng ENG","FW","Aston Villa",30,1992,18,8,824,9.2,6,0,6,4,2,2,3,0,5.3,3.8,1.2,5,15,12,46,0.66,0,0.66,0.44,0.44,0.59,0.13,0.71,0.41,0.54,8e+06,2023
240,"Alexander Isak","se SWE","FW","Newcastle Utd",22,1999,22,17,1522,16.9,10,1,11,8,2,2,3,0,8.2,6.7,2.2,8.9,41,48,122,0.59,0.06,0.65,0.47,0.53,0.49,0.13,0.61,0.4,0.52,7.5e+07,2023
242,"Alex Iwobi","ng NGA","MF,FW","Everton",26,1996,38,38,3378,37.5,2,7,9,2,0,0,2,0,2.5,2.5,6.1,8.5,90,194,145,0.05,0.19,0.24,0.05,0.24,0.07,0.16,0.23,0.07,0.23,2.5e+07,2023
242,"Alex Iwobi","ng NGA","MF,FW","Everton",26,1996,38,38,3378,37.5,2,7,9,2,0,0,2,0,2.5,2.5,6.1,8.5,90,194,145,0.05,0.19,0.24,0.05,0.24,0.07,0.16,0.23,0.07,0.23,2.5e+07,2023
245,"Reece James","eng ENG","DF,MF","Chelsea",22,1999,16,14,1244,13.8,1,1,2,1,0,0,4,0,1,1,3,4,52,90,115,0.07,0.07,0.14,0.07,0.14,0.07,0.22,0.29,0.07,0.29,4e+07,2023
246,"Vitaly Janelt","de GER","MF,DF","Brentford",24,1998,35,24,2208,24.5,3,1,4,3,0,0,3,0,2.4,2.4,1.4,3.8,14,82,28,0.12,0.04,0.16,0.12,0.16,0.1,0.06,0.15,0.1,0.15,2.2e+07,2023
248,"Mathias Jensen","dk DEN","MF","Brentford",26,1996,37,37,2803,31.1,5,6,11,5,0,0,5,0,2.1,2.1,5,7.1,21,141,77,0.16,0.19,0.35,0.16,0.35,0.07,0.16,0.23,0.07,0.23,2.8e+07,2023
249,"Gabriel Jesus","br BRA","FW","Arsenal",25,1997,26,24,2064,22.9,11,6,17,10,1,1,6,0,13.9,13.1,3.9,17,44,64,194,0.48,0.26,0.74,0.44,0.7,0.61,0.17,0.78,0.57,0.74,6.5e+07,2023
250,"Raúl Jiménez","mx MEX","FW","Wolves",31,1991,15,8,846,9.4,0,1,1,0,0,0,0,0,2.6,2.6,1.7,4.3,5,14,45,0,0.11,0.11,0,0.11,0.27,0.18,0.46,0.27,0.46,5e+06,2023
251,"Joelinton","br BRA","MF,FW","Newcastle Utd",25,1996,32,30,2661,29.6,6,1,7,6,0,0,12,0,7.1,7.1,2.4,9.4,64,130,150,0.2,0.03,0.24,0.2,0.24,0.24,0.08,0.32,0.24,0.32,4e+07,2023
252,"Ben Johnson","eng ENG","DF","West Ham",22,2000,17,9,866,9.6,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,15,37,22,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03,8e+06,2023
253,"Brennan Johnson","wls WAL","FW,MF","Nott'ham Forest",21,2001,38,33,2934,32.6,8,3,11,7,1,3,6,0,8.6,6.2,3.2,9.4,88,30,155,0.25,0.09,0.34,0.21,0.31,0.26,0.1,0.36,0.19,0.29,4.8e+07,2023
253,"Brennan Johnson","wls WAL","FW,MF","Nott'ham Forest",21,2001,38,33,2934,32.6,8,3,11,7,1,3,6,0,8.6,6.2,3.2,9.4,88,30,155,0.25,0.09,0.34,0.21,0.31,0.26,0.1,0.36,0.19,0.29,4.8e+07,2023
254,"Sam Johnstone","eng ENG","GK","Crystal Palace",29,1993,9,9,810,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+07,2023
255,"Curtis Jones","eng ENG","MF","Liverpool",21,2001,18,12,1035,11.5,3,1,4,3,0,0,2,0,1.2,1.2,1.1,2.3,31,69,75,0.26,0.09,0.35,0.26,0.35,0.1,0.1,0.2,0.1,0.2,3.5e+07,2023
256,"Jorginho","it ITA","MF","Arsenal",30,1991,14,9,855,9.5,0,1,1,0,0,0,0,0,0.2,0.2,0.2,0.4,15,99,8,0,0.11,0.11,0,0.11,0.02,0.02,0.04,0.02,0.04,1.2e+07,2023
257,"Jorginho","it ITA","MF","Chelsea",30,1991,18,15,1279,14.2,2,0,2,0,2,2,4,0,1.7,0.1,0.4,0.5,13,80,10,0.14,0,0.14,0,0,0.12,0.03,0.14,0.01,0.03,1.2e+07,2023
259,"Diogo Jota","pt POR","FW","Liverpool",25,1996,22,12,1131,12.6,7,4,11,7,0,0,2,0,6.5,6.5,2.1,8.6,34,30,104,0.56,0.32,0.88,0.56,0.88,0.52,0.17,0.69,0.52,0.69,5e+07,2023
263,"Sasa Kalajdzic","at AUT","FW","Wolves",25,1997,1,1,45,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0,0,1,0,0,0,0,0,0.53,0,0.53,0.53,0.53,5e+06,2023
264,"Boubacar Kamara","fr FRA","MF","Aston Villa",22,1999,24,21,1777,19.7,0,1,1,0,0,0,4,0,0.2,0.2,0.8,1,16,84,8,0,0.05,0.05,0,0.05,0.01,0.04,0.05,0.01,0.05,3.8e+07,2023
267,"Michael Keane","eng ENG","DF","Everton",29,1993,12,10,985,10.9,1,2,3,1,0,0,0,0,1.3,1.3,0.7,2.1,2,31,4,0.09,0.18,0.27,0.09,0.27,0.12,0.07,0.19,0.12,0.19,6e+06,2023
269,"Thilo Kehrer","de GER","DF","West Ham",25,1996,27,25,2230,24.8,0,2,2,0,0,0,4,0,0.5,0.5,0.6,1.1,15,60,29,0,0.08,0.08,0,0.08,0.02,0.03,0.04,0.02,0.04,1e+07,2023
271,"Caoimhín Kelleher","ie IRL","GK","Liverpool",23,1998,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e+07,2023
272,"Lloyd Kelly","eng ENG","DF","Bournemouth",23,1998,23,23,2040,22.7,0,2,2,0,0,0,3,0,0.2,0.2,0.5,0.7,14,47,10,0,0.09,0.09,0,0.09,0.01,0.02,0.03,0.01,0.03,1.8e+07,2023
274,"Jakub Kiwior","pl POL","DF","Arsenal",22,2000,7,5,427,4.7,1,0,1,1,0,0,0,0,0.1,0.1,0,0.1,0,6,6,0.21,0,0.21,0.21,0.21,0.02,0.01,0.03,0.02,0.03,3e+07,2023
277,"Ibrahima Konaté","fr FRA","DF","Liverpool",23,1999,18,17,1552,17.2,0,0,0,0,0,0,5,0,1.1,1.1,0.1,1.3,7,56,5,0,0,0,0,0,0.07,0.01,0.08,0.07,0.08,4.5e+07,2023
278,"Ezri Konsa","eng ENG","DF","Aston Villa",24,1997,38,37,3322,36.9,0,0,0,0,0,0,6,0,1.1,1.1,1.3,2.3,7,56,11,0,0,0,0,0,0.03,0.03,0.06,0.03,0.06,3.5e+07,2023
280,"Cheikhou Kouyaté","sn SEN","MF","Nott'ham Forest",32,1989,21,10,882,9.8,1,0,1,1,0,0,3,0,0.4,0.4,0.7,1.1,7,19,14,0.1,0,0.1,0.1,0.1,0.04,0.07,0.11,0.04,0.11,1e+06,2023
282,"Emil Krafth","se SWE","DF","Newcastle Utd",27,1994,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500000,2023
284,"Dejan Kulusevski","se SWE","MF,FW","Tottenham",22,2000,30,23,2067,23,2,7,9,2,0,0,2,0,2.5,2.5,4.6,7.2,87,67,195,0.09,0.3,0.39,0.09,0.39,0.11,0.2,0.31,0.11,0.31,5.5e+07,2023
286,"Adam Lallana","eng ENG","MF,FW","Brighton",34,1988,16,12,722,8,2,1,3,2,0,0,0,0,0.9,0.9,1,1.9,10,33,43,0.25,0.12,0.37,0.25,0.37,0.11,0.12,0.23,0.11,0.23,1e+06,2023
287,"Tariq Lamptey","gh GHA","DF","Brighton",21,2000,20,3,453,5,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,28,26,58,0,0,0,0,0,0.04,0.04,0.08,0.04,0.08,1.2e+07,2023
289,"Aymeric Laporte","es ESP","DF","Manchester City",28,1994,12,11,993,11,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,30,85,11,0,0,0,0,0,0.04,0.02,0.06,0.04,0.06,2e+07,2023
291,"Jamaal Lascelles","eng ENG","DF","Newcastle Utd",28,1993,7,2,218,2.4,0,0,0,0,0,0,4,0,0.1,0.1,0,0.1,0,3,0,0,0,0,0,0,0.04,0,0.04,0.04,0.04,7e+06,2023
292,"Roméo Lavia","be BEL","MF","Southampton",18,2004,29,26,2221,24.7,1,0,1,1,0,0,9,0,0.4,0.4,0.6,1,22,102,14,0.04,0,0.04,0.04,0.04,0.02,0.03,0.04,0.02,0.04,3.5e+07,2023
294,"Mario Lemina","ga GAB","MF","Wolves",28,1993,19,17,1299,14.4,0,1,1,0,0,0,4,1,0.3,0.3,0.3,0.6,6,42,9,0,0.07,0.07,0,0.07,0.02,0.02,0.04,0.02,0.04,1e+07,2023
295,"Clément Lenglet","fr FRA","DF","Tottenham",27,1995,26,24,2019,22.4,0,2,2,0,0,0,4,0,1,1,0.6,1.6,33,85,7,0,0.09,0.09,0,0.09,0.04,0.03,0.07,0.04,0.07,1e+07,2023
296,"Bernd Leno","de GER","GK","Fulham",30,1992,36,36,3240,36,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3e+07,2023
297,"Jefferson Lerma","co COL","MF","Bournemouth",27,1994,37,37,3252,36.1,5,0,5,5,0,0,7,0,2.6,2.6,2.3,4.9,22,142,30,0.14,0,0.14,0.14,0.14,0.07,0.06,0.14,0.07,0.14,2e+07,2023
298,"Jamal Lewis","nir NIR","DF,FW","Newcastle Utd",24,1998,2,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3500000,2023
299,"Rico Lewis","eng ENG","DF,MF","Manchester City",17,2004,14,10,903,10,0,0,0,0,0,0,1,0,0.2,0.2,1.5,1.7,22,48,26,0,0,0,0,0,0.02,0.15,0.17,0.02,0.17,3.8e+07,2023
300,"Keane Lewis-Potter","eng ENG","FW,MF","Brentford",21,2001,10,3,321,3.6,0,1,1,0,0,0,0,0,0.5,0.5,1.2,1.7,8,6,39,0,0.28,0.28,0,0.28,0.14,0.35,0.49,0.14,0.49,1.5e+07,2023
301,"Victor Lindelöf","se SWE","DF","Manchester Utd",28,1994,20,14,1365,15.2,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,3,36,1,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,1.5e+07,2023
305,"Hugo Lloris","fr FRA","GK","Tottenham",35,1986,25,25,2205,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000,2023
308,"Sean Longstaff","eng ENG","MF","Newcastle Utd",24,1997,33,28,2518,28,1,4,5,1,0,0,2,0,3.6,3.6,3.3,6.9,21,116,115,0.04,0.14,0.18,0.04,0.18,0.13,0.12,0.25,0.13,0.25,2.5e+07,2023
309,"Jamal Lowe","jm JAM","MF,FW","Bournemouth",28,1994,2,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1500000,2023
310,"Douglas Luiz","br BRA","MF","Aston Villa",24,1998,37,33,2927,32.5,6,6,12,6,0,0,6,1,2.8,2.8,4.4,7.2,48,148,35,0.18,0.18,0.37,0.18,0.37,0.09,0.14,0.22,0.09,0.22,7e+07,2023
311,"Saša Lukić","rs SRB","MF","Fulham",25,1996,12,4,412,4.6,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,8,13,5,0,0,0,0,0,0.03,0,0.03,0.03,0.03,1e+07,2023
313,"Alexis Mac Allister","ar ARG","MF","Brighton",23,1998,35,31,2886,32.1,10,2,12,4,6,6,8,0,12.1,7.3,4.3,11.6,69,174,77,0.31,0.06,0.37,0.12,0.19,0.38,0.13,0.51,0.23,0.36,7.5e+07,2023
314,"James Maddison","eng ENG","MF,FW","Leicester City",25,1996,30,28,2480,27.6,10,9,19,9,1,2,10,0,8.7,6.6,9.3,15.9,77,151,155,0.36,0.33,0.69,0.33,0.65,0.31,0.34,0.65,0.24,0.58,7e+07,2023
315,"Noni Madueke","eng ENG","FW","Chelsea",20,2002,12,7,643,7.1,1,0,1,1,0,0,0,0,0.9,0.9,0.5,1.5,48,36,100,0.14,0,0.14,0.14,0.14,0.13,0.07,0.2,0.13,0.2,2.8e+07,2023
316,"Gabriel Magalhães","br BRA","DF","Arsenal",24,1997,38,38,3409,37.9,3,0,3,3,0,0,5,0,5.1,5.1,0.3,5.3,18,153,16,0.08,0,0.08,0.08,0.08,0.13,0.01,0.14,0.13,0.14,7e+07,2023
317,"Harry Maguire","eng ENG","DF","Manchester Utd",29,1993,16,8,767,8.5,0,0,0,0,0,0,4,0,0.3,0.3,0,0.4,8,26,4,0,0,0,0,0,0.04,0,0.04,0.04,0.04,1.8e+07,2023
319,"Kobbie Mainoo","eng ENG","MF","Manchester Utd",17,2005,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,5e+07,2023
321,"Tyrell Malacia","nl NED","DF","Manchester Utd",22,1999,22,14,1396,15.5,0,0,0,0,0,0,6,0,0.2,0.2,0.7,0.9,19,44,33,0,0,0,0,0,0.02,0.04,0.06,0.02,0.06,1.8e+07,2023
322,"Orel Mangala","be BEL","MF","Nott'ham Forest",24,1998,27,20,1550,17.2,1,1,2,1,0,0,3,0,0.6,0.6,0.4,0.9,14,43,8,0.06,0.06,0.12,0.06,0.12,0.03,0.02,0.06,0.03,0.06,2e+07,2023
323,"Javier Manquillo","es ESP","DF","Newcastle Utd",28,1994,4,0,37,0.4,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,1800000,2023
325,"Solly March","eng ENG","FW,DF","Brighton",28,1994,33,31,2715,30.2,7,7,14,7,0,0,2,0,8.1,8.1,8.4,16.5,110,135,357,0.23,0.23,0.46,0.23,0.46,0.27,0.28,0.55,0.27,0.55,1.8e+07,2023
326,"Emiliano Marcondes","dk DEN","MF","Bournemouth",27,1995,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1500000,2023
328,"Anthony Martial","fr FRA","FW","Manchester Utd",26,1995,21,11,978,10.9,6,2,8,5,1,1,0,0,6.2,5.5,1.4,6.9,18,35,87,0.55,0.18,0.74,0.46,0.64,0.58,0.13,0.7,0.5,0.63,1e+07,2023
329,"Gabriel Martinelli","br BRA","FW","Arsenal",21,2001,36,34,2789,31,15,5,20,15,0,0,3,0,9.1,9.1,9.1,18.2,124,94,350,0.48,0.16,0.65,0.48,0.65,0.29,0.29,0.59,0.29,0.59,7e+07,2023
330,"Emiliano Martínez","ar ARG","GK","Aston Villa",29,1992,36,36,3139,34.9,0,0,0,0,0,0,7,0,0,0,0.3,0.3,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,2.8e+07,2023
331,"Lisandro Martínez","ar ARG","DF","Manchester Utd",24,1998,27,24,2114,23.5,1,0,1,1,0,0,6,0,0.5,0.5,0.3,0.8,12,83,2,0.04,0,0.04,0.04,0.04,0.02,0.01,0.03,0.02,0.03,4.5e+07,2023
332,"Pape Matar Sarr","sn SEN","MF,FW","Tottenham",19,2002,11,2,218,2.4,0,1,1,0,0,0,1,0,0.1,0.1,0.3,0.4,1,13,0,0,0.41,0.41,0,0.41,0.03,0.14,0.17,0.03,0.17,4.5e+07,2023
333,"Jean-Philippe Mateta","fr FRA","FW","Crystal Palace",25,1997,29,6,770,8.6,2,0,2,2,0,0,3,0,3.4,3.4,0.6,4,9,6,43,0.23,0,0.23,0.23,0.23,0.39,0.07,0.47,0.39,0.47,2e+07,2023
335,"Neal Maupay","fr FRA","FW","Everton",25,1996,27,11,1118,12.4,1,0,1,1,0,0,4,0,4.8,4.8,0.6,5.4,8,11,61,0.08,0,0.08,0.08,0.08,0.39,0.05,0.43,0.39,0.43,1.2e+07,2023
335,"Neal Maupay","fr FRA","FW","Everton",25,1996,27,11,1118,12.4,1,0,1,1,0,0,4,0,4.8,4.8,0.6,5.4,8,11,61,0.08,0,0.08,0.08,0.08,0.39,0.05,0.43,0.39,0.43,1.2e+07,2023
336,"Kevin Mbabu","ch SUI","DF,FW","Fulham",27,1995,6,1,144,1.6,0,1,1,0,0,0,1,0,0,0,0.4,0.4,4,8,11,0,0.62,0.62,0,0.62,0,0.25,0.25,0,0.25,4e+06,2023
337,"Bryan Mbeumo","cm CMR","FW","Brentford",22,1999,38,36,2906,32.3,9,8,17,8,1,1,5,0,9.6,8.8,7.5,16.3,66,88,235,0.28,0.25,0.53,0.25,0.5,0.3,0.23,0.53,0.27,0.5,4e+07,2023
340,"John McGinn","sct SCO","MF,FW","Aston Villa",27,1994,34,30,2693,29.9,1,3,4,1,0,0,7,0,2.4,2.4,2.6,5,34,140,66,0.03,0.1,0.13,0.03,0.13,0.08,0.09,0.17,0.08,0.17,3e+07,2023
341,"Scott McKenna","sct SCO","DF","Nott'ham Forest",25,1996,20,19,1571,17.5,0,0,0,0,0,0,4,0,0.1,0.1,1,1.1,5,35,2,0,0,0,0,0,0,0.06,0.06,0,0.06,9e+06,2023
343,"Dwight McNeil","eng ENG","FW,MF","Everton",22,1999,36,28,2498,27.8,7,3,10,7,0,0,5,0,3.5,3.5,6.1,9.6,76,69,128,0.25,0.11,0.36,0.25,0.36,0.13,0.22,0.35,0.13,0.35,2.2e+07,2023
344,"Scott McTominay","sct SCO","MF","Manchester Utd",25,1996,24,10,1160,12.9,1,0,1,1,0,0,8,0,1.9,1.9,0.6,2.5,20,33,19,0.08,0,0.08,0.08,0.08,0.15,0.04,0.19,0.15,0.19,3.2e+07,2023
345,"Ben Mee","eng ENG","DF","Brentford",32,1989,37,37,3269,36.3,3,1,4,3,0,0,2,0,3.1,3.1,1.3,4.5,8,84,14,0.08,0.03,0.11,0.08,0.11,0.09,0.04,0.12,0.09,0.12,1e+06,2023
348,"Chris Mepham","wls WAL","DF","Bournemouth",24,1997,26,24,2199,24.4,0,0,0,0,0,0,7,0,0.7,0.7,0.2,0.9,2,42,1,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04,6e+06,2023
350,"Alex Mighten","eng ENG","FW","Nott'ham Forest",20,2002,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6e+05,2023
351,"Lewis Miley","eng ENG","MF","Newcastle Utd",16,2006,1,0,15,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,0.42,0,0.42,0.42,0.42,2.2e+07,2023
353,"James Milner","eng ENG","MF,DF","Liverpool",36,1986,31,7,913,10.1,0,1,1,0,0,0,2,0,0.4,0.4,0.9,1.3,21,70,78,0,0.1,0.1,0,0.1,0.04,0.09,0.13,0.04,0.13,1e+06,2023
355,"Tyrone Mings","eng ENG","DF","Aston Villa",29,1993,35,35,3150,35,1,2,3,1,0,0,7,0,1.2,1.2,1.4,2.6,20,111,7,0.03,0.06,0.09,0.03,0.09,0.03,0.04,0.07,0.03,0.07,1.3e+07,2023
356,"Tyrick Mitchell","eng ENG","DF","Crystal Palace",22,1999,36,34,2891,32.1,0,2,2,0,0,0,5,1,0.6,0.6,1.2,1.8,23,106,90,0,0.06,0.06,0,0.06,0.02,0.04,0.05,0.02,0.05,2.5e+07,2023
357,"Kaoru Mitoma","jp JPN","FW,MF","Brighton",25,1997,33,24,2318,25.8,7,5,12,7,0,0,0,0,8.1,8.1,6.4,14.5,143,90,260,0.27,0.19,0.47,0.27,0.47,0.31,0.25,0.56,0.31,0.56,4.5e+07,2023
358,"Aleksandar Mitrović","rs SRB","FW","Fulham",27,1994,24,23,2008,22.3,14,1,15,10,4,8,7,0,14.9,8.6,2.3,10.9,24,44,97,0.63,0.04,0.67,0.45,0.49,0.67,0.1,0.77,0.39,0.49,2.8e+07,2023
359,"Kieffer Moore","wls WAL","FW","Bournemouth",29,1992,27,12,1279,14.2,4,0,4,4,0,0,1,0,4.4,4.4,0.3,4.7,10,23,56,0.28,0,0.28,0.28,0.28,0.31,0.02,0.33,0.31,0.33,2e+06,2023
360,"Andrew Moran","ie IRL","FW","Brighton",18,2003,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3e+06,2023
361,"Álex Moreno","es ESP","DF","Aston Villa",29,1993,19,14,1329,14.8,0,3,3,0,0,0,3,0,0.6,0.6,3,3.7,65,37,122,0,0.2,0.2,0,0.2,0.04,0.21,0.25,0.04,0.25,1.3e+07,2023
362,"Mason Mount","eng ENG","MF,FW","Chelsea",23,1999,24,20,1648,18.3,3,2,5,3,0,0,4,0,2,2,3,5,48,98,114,0.16,0.11,0.27,0.16,0.27,0.11,0.16,0.27,0.11,0.27,3.5e+07,2023
365,"Divin Mubama","eng ENG","FW","West Ham",17,2004,3,0,38,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.07,0.07,0,0.07,1e+06,2023
367,"Jacob Murphy","eng ENG","FW","Newcastle Utd",27,1995,36,14,1251,13.9,4,2,6,4,0,0,0,0,3.3,3.3,2.8,6.1,67,57,141,0.29,0.14,0.43,0.29,0.43,0.24,0.2,0.44,0.24,0.44,1.5e+07,2023
369,"Vitaliy Mykolenko","ua UKR","DF","Everton",23,1999,34,30,2655,29.5,0,0,0,0,0,0,4,0,0.5,0.5,1.2,1.8,31,100,72,0,0,0,0,0,0.02,0.04,0.06,0.02,0.06,2.8e+07,2023
372,"Reiss Nelson","eng ENG","FW","Arsenal",22,1999,11,0,212,2.4,3,2,5,3,0,0,0,0,1.1,1.1,1.4,2.4,19,6,34,1.27,0.85,2.12,1.27,2.12,0.46,0.58,1.04,0.46,1.04,1.5e+07,2023
373,"Neto","br BRA","GK","Bournemouth",33,1989,27,27,2385,26.5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500000,2023
374,"Pedro Neto","pt POR","FW,MF","Wolves",22,2000,18,13,964,10.7,0,0,0,0,0,0,1,0,1.1,1.1,2.1,3.2,37,24,111,0,0,0,0,0,0.1,0.2,0.3,0.1,0.3,5.5e+07,2023
377,"Eddie Nketiah","eng ENG","FW","Arsenal",23,1999,30,9,1089,12.1,4,1,5,4,0,0,3,0,8.2,8.2,1.1,9.3,32,15,82,0.33,0.08,0.41,0.33,0.41,0.68,0.09,0.76,0.68,0.76,3e+07,2023
378,"Matheus Nunes","pt POR","MF","Wolves",23,1998,34,30,2467,27.4,1,1,2,1,0,0,2,1,2.4,2.4,2.2,4.7,59,84,129,0.04,0.04,0.07,0.04,0.07,0.09,0.08,0.17,0.09,0.17,5e+07,2023
378,"Matheus Nunes","pt POR","MF","Wolves",23,1998,34,30,2467,27.4,1,1,2,1,0,0,2,1,2.4,2.4,2.2,4.7,59,84,129,0.04,0.04,0.07,0.04,0.07,0.09,0.08,0.17,0.09,0.17,5e+07,2023
379,"Darwin Núñez","uy URU","FW","Liverpool",23,1999,29,19,1695,18.8,9,3,12,9,0,0,1,1,11.6,11.6,5.4,16.9,61,29,181,0.48,0.16,0.64,0.48,0.64,0.61,0.28,0.9,0.61,0.9,7e+07,2023
380,"Ethan Nwaneri","eng ENG","FW","Arsenal",15,2007,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8e+06,2023
381,"Christian Nørgaard","dk DEN","MF","Brentford",28,1994,22,21,1763,19.6,1,3,4,1,0,0,6,0,1.6,1.6,3.1,4.7,4,73,8,0.05,0.15,0.2,0.05,0.2,0.08,0.16,0.24,0.08,0.24,1.8e+07,2023
382,"Lewis O'Brien","eng ENG","MF","Nott'ham Forest",23,1998,13,6,584,6.5,1,0,1,1,0,0,2,0,0.3,0.3,0.2,0.5,13,21,3,0.15,0,0.15,0.15,0.15,0.05,0.03,0.08,0.05,0.08,5e+06,2023
383,"Odeluga Offiah","eng ENG","DF","Brighton",19,2002,2,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3e+05,2023
384,"Angelo Ogbonna","it ITA","DF","West Ham",34,1988,16,13,1237,13.7,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,0,11,2,0,0,0,0,0,0.02,0.02,0.03,0.02,0.03,7e+05,2023
385,"Michael Olise","fr FRA","FW,MF","Crystal Palace",20,2001,37,31,2749,30.5,2,11,13,2,0,0,2,0,2.9,2.9,8.7,11.6,111,133,243,0.07,0.36,0.43,0.07,0.43,0.09,0.29,0.38,0.09,0.38,5.5e+07,2023
386,"Robin Olsen","se SWE","GK","Aston Villa",32,1990,4,2,281,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000,2023
